CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL2835	10919	Tyrosine-protein kinase JAK1 	P23458	SINGLE PROTEIN	Homo sapiens	1101	1980
CHEMBL3629	10044	Casein kinase II alpha	P68400	SINGLE PROTEIN	Homo sapiens	1556	2054
CHEMBL3633	10877	Protein kinase C delta	P09215	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3961	10120	MAP kinase p38 beta	Q15759	SINGLE PROTEIN	Homo sapiens	1109	1802
CHEMBL4036	12947	Cyclin-dependent kinase 5	Q00535	SINGLE PROTEIN	Homo sapiens	2016	2493
CHEMBL3385	11639	MAP kinase ERK1	P27361	SINGLE PROTEIN	Homo sapiens	2073	3645
CHEMBL4141	12685	Pyruvate dehydrogenase kinase isoform 4	Q16654	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL4142	10264	Fibroblast growth factor receptor 2	P21802	SINGLE PROTEIN	Homo sapiens	831	1453
CHEMBL4203	30036	Dual specificity protein kinase CLK4	Q9HAZ1	SINGLE PROTEIN	Homo sapiens	2181	3406
CHEMBL4204	30037	MAP kinase signal-integrating kinase 2	Q9HBH9	SINGLE PROTEIN	Homo sapiens	1411	2045
CHEMBL4273	11019	cGMP-dependent protein kinase 1 beta	Q13976	SINGLE PROTEIN	Homo sapiens	1204	2140
CHEMBL4522	30042	BMP-2-inducible protein kinase	Q9NSY1	SINGLE PROTEIN	Homo sapiens	141	201
CHEMBL4523	30043	Serine/threonine-protein kinase PIM2	Q9P1W9	SINGLE PROTEIN	Homo sapiens	2107	2912
CHEMBL4484	100018	Casein kinase I delta	Q06486	SINGLE PROTEIN	Rattus norvegicus	15	24
CHEMBL4825	12077	MAP kinase p38 alpha	P70618	SINGLE PROTEIN	Rattus norvegicus	69	69
CHEMBL5014	20025	Serine/threonine-protein kinase RIPK2	O43353	SINGLE PROTEIN	Homo sapiens	360	614
CHEMBL5247	100104	Serine/threonine-protein kinase ILK-1	Q13418	SINGLE PROTEIN	Homo sapiens	20	30
CHEMBL5250	100083	Tyrosine-protein kinase JAK3	Q62137	SINGLE PROTEIN	Mus musculus	5	6
CHEMBL5256	30029	CaM-kinase kinase alpha	Q8N5S9	SINGLE PROTEIN	Homo sapiens	185	265
CHEMBL5380	100961	Inhibitor of nuclear factor kappa-B kinase subunit alpha	Q60680	SINGLE PROTEIN	Mus musculus	2	4
CHEMBL5381	100962	Insulin-like growth factor 1 receptor	Q60751	SINGLE PROTEIN	Mus musculus	35	35
CHEMBL5407	100855	Serine/threonine-protein kinase PIM3	Q86V86	SINGLE PROTEIN	Homo sapiens	1638	2387
CHEMBL5528	100072	Ribosomal protein S6 kinase alpha 1	Q63531	SINGLE PROTEIN	Rattus norvegicus	11	11
CHEMBL5275	100907	Bone morphogenetic protein receptor type-1A	P36894	SINGLE PROTEIN	Homo sapiens	135	175
CHEMBL5284	30032	CaM-kinase kinase beta	Q96RR4	SINGLE PROTEIN	Homo sapiens	255	349
CHEMBL5310	100908	Activin receptor type-1B	P36896	SINGLE PROTEIN	Homo sapiens	348	581
CHEMBL5334	100951	Non-receptor tyrosine-protein kinase TNK1	Q13470	SINGLE PROTEIN	Homo sapiens	493	911
CHEMBL5370	100937	Serine/threonine-protein kinase KIN28	P06242	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	2	2
CHEMBL5467	100993	Bone morphogenetic protein receptor type-2	Q13873	SINGLE PROTEIN	Homo sapiens	113	151
CHEMBL5510	101004	Mitogen-activated protein kinase 3	Q63844	SINGLE PROTEIN	Mus musculus	3	4
CHEMBL5427	101183	Homeodomain-interacting protein kinase 1	Q86Z02	SINGLE PROTEIN	Homo sapiens	661	1215
CHEMBL5615	101041	Serine/threonine-protein kinase MRCK gamma	Q6DT37	SINGLE PROTEIN	Homo sapiens	98	136
CHEMBL5683	101281	Serine/threonine-protein kinase DCLK1	O15075	SINGLE PROTEIN	Homo sapiens	712	761
CHEMBL5698	101503	NUAK family SNF1-like kinase 2	Q9H093	SINGLE PROTEIN	Homo sapiens	107	154
CHEMBL5699	101504	Serine/threonine-protein kinase SIK2	Q9H0K1	SINGLE PROTEIN	Homo sapiens	527	951
CHEMBL5718	101299	Mitogen-activated protein kinase 8	P49185	SINGLE PROTEIN	Rattus norvegicus	20	21
CHEMBL5728	101309	Cyclin-dependent kinase-like 2	Q92772	SINGLE PROTEIN	Homo sapiens	87	93
CHEMBL5808	101338	PITSLRE serine/threonine-protein kinase CDC2L1	P21127	SINGLE PROTEIN	Homo sapiens	109	151
CHEMBL5589	101249	Cyclin-dependent protein kinase PHO85	P17157	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	4	4
CHEMBL1075224	102922	Glycogen synthase kinase-3 alpha	P18265	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL6002	101407	Cell division cycle 2-like protein kinase 6	Q9BWU1	SINGLE PROTEIN	Homo sapiens	300	342
CHEMBL6005	101410	Serine/threonine-protein kinase 33	Q9BYT3	SINGLE PROTEIN	Homo sapiens	346	561
CHEMBL5861	101584	G protein-coupled receptor kinase 4	P32298	SINGLE PROTEIN	Homo sapiens	105	119
CHEMBL3074	11896	Tyrosine-protein kinase SRC	P05480	SINGLE PROTEIN	Mus musculus	44	48
CHEMBL1075289	102840	Protein-tyrosine kinase 2-beta	Q9QVP9	SINGLE PROTEIN	Mus musculus	18	28
CHEMBL6167	101465	Serine/threonine-protein kinase LATS1	O95835	SINGLE PROTEIN	Homo sapiens	95	133
CHEMBL2096663	104818	Pyruvate dehydrogenase kinase	Q63065, O54937, Q64536, B5DFI9	PROTEIN FAMILY	Rattus norvegicus	141	250
CHEMBL2111330	105025	Ribosomal protein S6 kinase (P70S6K)	P23443, Q9UBS0	PROTEIN COMPLEX	Homo sapiens	88	90
CHEMBL2111387	105079	NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)	Q9UM73, P06748	PROTEIN COMPLEX	Homo sapiens	47	69
CHEMBL2111428	104939	VEGF-receptor 2 and stem cell growth factor receptor (KDR and KIT)	P10721, P35968	SELECTIVITY GROUP	Homo sapiens	10	10
CHEMBL2096620	104813	Protein kinase C, PKC; classical/novel	P05771, P05129, P24723, Q04759, Q15139, Q02156, O94806, Q05655, P17252	PROTEIN FAMILY	Homo sapiens	68	71
CHEMBL1907606	104300	Mitogen-activated protein kinase; ERK1/ERK2	P28482, P27361	PROTEIN FAMILY	Homo sapiens	211	271
CHEMBL3038453	107879	AMPK alpha1/beta2/gamma1	Q13131, P54619, O43741	PROTEIN COMPLEX	Homo sapiens	2	2
CHEMBL3038454	107880	AMPK alpha1/alpha2	Q13131, P54646	PROTEIN COMPLEX	Homo sapiens	12	12
CHEMBL3038467	107893	CDK1/Cyclin A	P06493, P20248	PROTEIN COMPLEX	Homo sapiens	3	4
CHEMBL3038469	107895	CDK2/Cyclin A	P24941, P20248	PROTEIN COMPLEX	Homo sapiens	206	214
CHEMBL3038471	107897	CDK3/Cyclin E	Q00526, P24864	PROTEIN COMPLEX	Homo sapiens	4	4
CHEMBL3038473	107899	CDK7/Cyclin H/MNAT1	P50613, P51946, P51948	PROTEIN COMPLEX	Homo sapiens	7	7
CHEMBL3038491	107917	JAK3/JAK1	P23458, P52333	PROTEIN COMPLEX	Homo sapiens	17	20
CHEMBL2468	10051	Death-associated protein kinase 3	O43293	SINGLE PROTEIN	Homo sapiens	1310	1645
CHEMBL1844	12840	Macrophage colony stimulating factor  receptor 	P07333	SINGLE PROTEIN	Homo sapiens	2403	3152
CHEMBL2213	12263	Protein kinase C alpha 	P04409	SINGLE PROTEIN	Bos taurus	47	47
CHEMBL3111	17145	Ribosomal protein S6 kinase 2	Q9UBS0	SINGLE PROTEIN	Homo sapiens	39	45
CHEMBL3123	10778	Death-associated protein kinase 2	Q9UIK4	SINGLE PROTEIN	Homo sapiens	297	526
CHEMBL3125	10782	Ribosomal protein S6 kinase alpha 4	O75676	SINGLE PROTEIN	Homo sapiens	744	1487
CHEMBL1981	35	Insulin receptor	P06213	SINGLE PROTEIN	Homo sapiens	2900	4058
CHEMBL3014	11977	Tyrosine-protein kinase SRC	Q9WUD9	SINGLE PROTEIN	Rattus norvegicus	47	47
CHEMBL3906	11843	Ribosomal protein S6 kinase alpha 2	Q15349	SINGLE PROTEIN	Homo sapiens	726	1466
CHEMBL2749	10574	Platelet-derived growth factor receptor beta	P05622	SINGLE PROTEIN	Mus musculus	454	490
CHEMBL2828	10368	Casein kinase I delta	P48730	SINGLE PROTEIN	Homo sapiens	1458	1815
CHEMBL3604	12635	Protein kinase C gamma	P63319	SINGLE PROTEIN	Rattus norvegicus	114	137
CHEMBL3778	19639	Interleukin-1 receptor-associated kinase 4	Q9NWZ3	SINGLE PROTEIN	Homo sapiens	1697	2274
CHEMBL4014	11209	Tyrosine-protein kinase ABL2	P42684	SINGLE PROTEIN	Homo sapiens	725	1348
CHEMBL4070	12780	Casein kinase II alpha (prime)	P19784	SINGLE PROTEIN	Homo sapiens	375	599
CHEMBL4092	20110	c-Jun N-terminal kinase 3	P49187	SINGLE PROTEIN	Rattus norvegicus	113	113
CHEMBL3384	11637	Protein kinase N1	Q16512	SINGLE PROTEIN	Homo sapiens	202	252
CHEMBL3497	100819	Casein kinase I homolog 1	P23291	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	1	1
CHEMBL3542	100824	Serine/threonine-protein kinase NIM1	Q8IY84	SINGLE PROTEIN	Homo sapiens	93	99
CHEMBL4627	12959	Myosin light chain kinase	Q32MK0	SINGLE PROTEIN	Homo sapiens	73	73
CHEMBL4237	10850	Ribosomal protein S6 kinase alpha 5	O75582	SINGLE PROTEIN	Homo sapiens	1607	2432
CHEMBL4533	100073	AMP-activated protein kinase, alpha-1 subunit	P54645	SINGLE PROTEIN	Rattus norvegicus	6	10
CHEMBL4576	100852	Homeodomain-interacting protein kinase 2	Q9H2X6	SINGLE PROTEIN	Homo sapiens	1037	1243
CHEMBL4600	30025	Serine/threonine-protein kinase PAK 1	Q13153	SINGLE PROTEIN	Homo sapiens	1358	1846
CHEMBL4335	12506	MAP kinase p38 beta	Q9WUI1	SINGLE PROTEIN	Mus musculus	37	37
CHEMBL4363	100420	Tyrosine-protein kinase Lyn	Q07014	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL4367	100424	Tyrosine-protein kinase TXK	P42681	SINGLE PROTEIN	Homo sapiens	671	1248
CHEMBL4514	100843	Casein kinase II alpha	P28523	SINGLE PROTEIN	Zea mays	16	16
CHEMBL4516	100845	Serine/threonine-protein kinase MRCK-A	Q5VT25	SINGLE PROTEIN	Homo sapiens	1466	2055
CHEMBL5073	30028	CaM kinase I delta	Q8IU85	SINGLE PROTEIN	Homo sapiens	1033	1647
CHEMBL5197	100825	Serine/threonine-protein kinase SULU	P46549	SINGLE PROTEIN	Caenorhabditis elegans	1	1
CHEMBL4750	100796	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	Q61214	SINGLE PROTEIN	Mus musculus	19	35
CHEMBL4766	12683	Pyruvate dehydrogenase kinase isoform 1	Q15118	SINGLE PROTEIN	Homo sapiens	767	801
CHEMBL262	10197	Glycogen synthase kinase-3 beta	P49841	SINGLE PROTEIN	Homo sapiens	4985	6421
CHEMBL4852	30049	Mitogen-activated protein kinase kinase kinase kinase 5	Q9Y4K4	SINGLE PROTEIN	Homo sapiens	825	902
CHEMBL5251	100097	Tyrosine-protein kinase BTK	Q06187	SINGLE PROTEIN	Homo sapiens	1738	2426
CHEMBL5261	101131	Serine/threonine-protein kinase TAO1	Q7L7X3	SINGLE PROTEIN	Homo sapiens	1159	1358
CHEMBL5121	101078	Mitogen-activated protein kinase 6	Q16659	SINGLE PROTEIN	Homo sapiens	104	143
CHEMBL5274	100906	Tyrosine-protein kinase receptor Tie-1	P35590	SINGLE PROTEIN	Homo sapiens	102	141
CHEMBL5364	100931	Serine/threonine protein kinase NLK	Q9UBE8	SINGLE PROTEIN	Homo sapiens	317	525
CHEMBL5483	101211	Insulin receptor-related protein	P14616	SINGLE PROTEIN	Homo sapiens	696	1286
CHEMBL5509	101003	Rho-associated protein kinase 1	Q63644	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL5515	101217	Protein kinase C-like 1	P43057	SINGLE PROTEIN	Candida albicans	1	1
CHEMBL5518	101220	Misshapen-like kinase 1	Q8N4C8	SINGLE PROTEIN	Homo sapiens	1327	1897
CHEMBL5519	101221	Serine/threonine-protein kinase DCLK2	Q8N568	SINGLE PROTEIN	Homo sapiens	657	1237
CHEMBL5776	101324	Mitogen-activated protein kinase kinase kinase 7	O43318	SINGLE PROTEIN	Homo sapiens	348	523
CHEMBL5415	100975	Serine/threonine-protein kinase SRPK3	Q9UPE1	SINGLE PROTEIN	Homo sapiens	641	1188
CHEMBL5608	101034	NT-3 growth factor receptor	Q16288	SINGLE PROTEIN	Homo sapiens	1211	1653
CHEMBL5639	102474	Serine/threonine-protein kinase WNK2	Q9Y3S1	SINGLE PROTEIN	Homo sapiens	191	355
CHEMBL1075167	103106	Homeodomain-interacting protein kinase 4	Q8NE63	SINGLE PROTEIN	Homo sapiens	1074	1468
CHEMBL6003	101408	Testis-specific serine/threonine-protein kinase 1	Q9BXA7	SINGLE PROTEIN	Homo sapiens	1198	1791
CHEMBL6014	102391	Testis-specific serine/threonine-protein kinase 2	Q96PF2	SINGLE PROTEIN	Homo sapiens	1087	1633
CHEMBL6070	102879	Probable serine/threonine-protein kinase pknG	P9WI73	SINGLE PROTEIN	Mycobacterium tuberculosis	55	117
CHEMBL6191	102799	SPS1/STE20-related protein kinase YSK4	Q56UN5	SINGLE PROTEIN	Homo sapiens	92	99
CHEMBL5856	101360	Serine/threonine-protein kinase PFTAIRE-2	Q96Q40	SINGLE PROTEIN	Homo sapiens	85	91
CHEMBL6162	101460	Serine/threonine-protein kinase PFTAIRE-1	O94921	SINGLE PROTEIN	Homo sapiens	111	149
CHEMBL2743	11970	cAMP-dependent protein kinase, gamma catalytic subunit	P22612	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL5443	100077	Cell division cycle 7-related protein kinase	O00311	SINGLE PROTEIN	Homo sapiens	980	1081
CHEMBL1075321	103169	Glycogen synthase kinase-3 beta	Q9WV60	SINGLE PROTEIN	Mus musculus	39	58
CHEMBL1163108	103437	STE20/SPS1-related proline-alanine-rich protein kinase	Q9UEW8	SINGLE PROTEIN	Homo sapiens	84	90
CHEMBL1163112	103441	Cyclin-dependent kinase-like 5	O76039	SINGLE PROTEIN	Homo sapiens	85	91
CHEMBL2111375	105065	Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2)	P35968, Q02763	SELECTIVITY GROUP	Homo sapiens	12	12
CHEMBL2111389	105083	CDK9/cyclin T1	O60563, P50750	PROTEIN COMPLEX	Homo sapiens	477	713
CHEMBL2111434	104948	VEGF-receptor 2 and Fibroblast growth factor receptor 2	P21802, P35968	SELECTIVITY GROUP	Homo sapiens	15	15
CHEMBL2111444	104961	CDK3/cyclin E	O96020, P24864, Q00526	PROTEIN COMPLEX GROUP	Homo sapiens	178	343
CHEMBL4045	11364	AMP-activated protein kinase, alpha-1 subunit	Q13131	SINGLE PROTEIN	Homo sapiens	1466	1929
CHEMBL2096618	104811	Bcr/Abl fusion protein	P00519, P11274	CHIMERIC PROTEIN	Homo sapiens	417	543
CHEMBL2417351	107644	Microtubule-associated serine/threonine-protein kinase 4	O15021	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL3297640	108392	Serine/threonine-protein kinase pim-1	P06803	SINGLE PROTEIN	Mus musculus	1	3
CHEMBL3301385	108399	Cyclin-dependent kinase 4/cyclin D2	P11802, P30279	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3038468	107894	CDK1/Cyclin E	P06493, P24864	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3038475	107901	CDK9/Cyclin K	P50750, O75909	PROTEIN COMPLEX	Homo sapiens	3	4
CHEMBL3038492	107918	JAK2/JAK1	O60674, P23458	PROTEIN COMPLEX	Homo sapiens	14	15
CHEMBL3038493	107919	Casein kinase I/MDM2	P48729, Q00987	PROTEIN COMPLEX	Homo sapiens	5	24
CHEMBL2493	10970	CaM kinase I alpha	Q14012	SINGLE PROTEIN	Homo sapiens	1103	1371
CHEMBL2560	10876	Protein kinase C delta	P28867	SINGLE PROTEIN	Mus musculus	37	187
CHEMBL1841	11755	Tyrosine-protein kinase FYN	P06241	SINGLE PROTEIN	Homo sapiens	2842	4386
CHEMBL2147	10839	Serine/threonine-protein kinase PIM1 	P11309	SINGLE PROTEIN	Homo sapiens	3076	4085
CHEMBL1957	234	Insulin-like growth factor I receptor	P08069	SINGLE PROTEIN	Homo sapiens	3389	5091
CHEMBL258	10140	Tyrosine-protein kinase LCK	P06239	SINGLE PROTEIN	Homo sapiens	5199	7594
CHEMBL331	12946	Cyclin-dependent kinase 4	P11802	SINGLE PROTEIN	Homo sapiens	1117	1679
CHEMBL2359	12782	CaM kinase II alpha	P11275	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2872	12038	Mitogen-activated protein kinase kinase kinase 9	P80192	SINGLE PROTEIN	Homo sapiens	403	633
CHEMBL2897	11047	Dual specificity mitogen-activated protein kinase kinase 4	P45985	SINGLE PROTEIN	Homo sapiens	148	191
CHEMBL2959	10918	Tyrosine-protein kinase ITK/TSK 	Q08881	SINGLE PROTEIN	Homo sapiens	1996	2893
CHEMBL2964	11046	Dual specificity mitogen-activated protein kinase kinase 2	P36507	SINGLE PROTEIN	Homo sapiens	491	549
CHEMBL2996	12247	Protein kinase C delta	Q05655	SINGLE PROTEIN	Homo sapiens	1856	2316
CHEMBL3055	12829	Cyclin-dependent kinase 7	P50613	SINGLE PROTEIN	Homo sapiens	630	699
CHEMBL3099	11802	Tyrosine-protein kinase ABL	P00520	SINGLE PROTEIN	Mus musculus	43	48
CHEMBL3797	20137	Serine-protein kinase ATM	Q13315	SINGLE PROTEIN	Homo sapiens	3253	3539
CHEMBL3829	30002	CaM kinase II gamma	Q13555	SINGLE PROTEIN	Homo sapiens	896	1136
CHEMBL3834	30016	Tyrosine-protein kinase BMX	P51813	SINGLE PROTEIN	Homo sapiens	739	1367
CHEMBL3234	11785	Tyrosine-protein kinase HCK 	P08631	SINGLE PROTEIN	Homo sapiens	1098	2042
CHEMBL2595	10885	Protein kinase C nu	O94806	SINGLE PROTEIN	Homo sapiens	1387	1826
CHEMBL299	11635	Protein kinase C alpha 	P17252	SINGLE PROTEIN	Homo sapiens	3116	4911
CHEMBL2742	11926	Fibroblast growth factor receptor 3	P22607	SINGLE PROTEIN	Homo sapiens	1492	2251
CHEMBL3973	11925	Fibroblast growth factor receptor 4	P22455	SINGLE PROTEIN	Homo sapiens	712	1302
CHEMBL4040	11638	MAP kinase ERK2	P28482	SINGLE PROTEIN	Homo sapiens	16719	18857
CHEMBL4066	11858	Fibroblast growth factor receptor 3	Q61851	SINGLE PROTEIN	Mus musculus	5	5
CHEMBL4090	20128	Protein kinase Pfmrk	P90584	SINGLE PROTEIN	Plasmodium falciparum	130	147
CHEMBL3935	20171	Serine/threonine-protein kinase Aurora-C	Q9UQB9	SINGLE PROTEIN	Homo sapiens	840	1482
CHEMBL3938	30004	Serine/threonine-protein kinase 16	O75716	SINGLE PROTEIN	Homo sapiens	176	248
CHEMBL3290	11569	Ephrin type-B receptor 2	P29323	SINGLE PROTEIN	Homo sapiens	762	1380
CHEMBL3337	12469	Vascular endothelial growth factor receptor 2	P35918	SINGLE PROTEIN	Mus musculus	119	121
CHEMBL3529	12915	Inhibitor of nuclear factor kappa B kinase epsilon subunit	Q14164	SINGLE PROTEIN	Homo sapiens	1021	2107
CHEMBL3537	20147	Casein kinase II alpha	Q60737	SINGLE PROTEIN	Mus musculus	1	3
CHEMBL4311	30040	Serine/threonine-protein kinase PAK6	Q9NQU5	SINGLE PROTEIN	Homo sapiens	755	1384
CHEMBL4147	12415	CaM kinase II alpha	Q9UQM7	SINGLE PROTEIN	Homo sapiens	985	1460
CHEMBL4179	11407	c-Jun N-terminal kinase 2	P45984	SINGLE PROTEIN	Homo sapiens	2572	3355
CHEMBL4220	100078	Nerve growth factor receptor Trk-A	P35739	SINGLE PROTEIN	Rattus norvegicus	11	20
CHEMBL4225	30014	Dual specificity protein kinase CLK2	P49760	SINGLE PROTEIN	Homo sapiens	1712	2340
CHEMBL4574	100850	BR serine/threonine-protein kinase 2	Q8IWQ3	SINGLE PROTEIN	Homo sapiens	748	1346
CHEMBL4597	30022	Serine/threonine-protein kinase PCTAIRE-1	Q00536	SINGLE PROTEIN	Homo sapiens	144	209
CHEMBL260	10188	MAP kinase p38 alpha	Q16539	SINGLE PROTEIN	Homo sapiens	6413	9649
CHEMBL4355	20020	Serine/threonine-protein kinase GAK	O14976	SINGLE PROTEIN	Homo sapiens	172	246
CHEMBL4517	100847	Tyrosine-protein kinase FYN	P39688	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL5082	101056	Serine/threonine-protein kinase 24	Q9Y6E0	SINGLE PROTEIN	Homo sapiens	300	509
CHEMBL4924	10939	Ribosomal protein S6 kinase alpha 6	Q9UK32	SINGLE PROTEIN	Homo sapiens	661	1376
CHEMBL5145	100126	Serine/threonine-protein kinase B-raf	P15056	SINGLE PROTEIN	Homo sapiens	1294	2779
CHEMBL5146	100128	Breakpoint cluster region protein 	P11274	SINGLE PROTEIN	Homo sapiens	89	99
CHEMBL5560	19907	CaM kinase I alpha	O04417	SINGLE PROTEIN	Zea mays	14	14
CHEMBL5654	101273	Myosin-IIIB	Q8WXR4	SINGLE PROTEIN	Homo sapiens	95	133
CHEMBL1075161	103100	5'-AMP-activated protein kinase catalytic subunit alpha-1	Q5EG47	SINGLE PROTEIN	Mus musculus	9	26
CHEMBL1075184	103113	Proto-oncogene serine/threonine-protein kinase mos	P00540	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL5585	101245	Hepatocyte growth factor receptor	P16056	SINGLE PROTEIN	Mus musculus	21	34
CHEMBL6012	101417	Inhibitor of nuclear factor kappa-B kinase subunit beta	O88351	SINGLE PROTEIN	Mus musculus	23	54
CHEMBL6055	102400	Serine/threonine-protein kinase WNK3	Q9BYP7	SINGLE PROTEIN	Homo sapiens	170	335
CHEMBL1075133	103062	G protein-coupled receptor kinase 7	Q8WTQ7	SINGLE PROTEIN	Homo sapiens	628	1168
CHEMBL1075134	103063	Serine/threonine-protein kinase mTOR	P42346	SINGLE PROTEIN	Rattus norvegicus	32	34
CHEMBL5754	101317	MAP/microtubule affinity-regulating kinase 4	Q96L34	SINGLE PROTEIN	Homo sapiens	546	966
CHEMBL6186	102465	Serine/threonine-protein kinase Sgk3	Q96BR1	SINGLE PROTEIN	Homo sapiens	655	1196
CHEMBL5855	101359	Serine/threonine-protein kinase Nek1	Q96PY6	SINGLE PROTEIN	Homo sapiens	504	926
CHEMBL5859	101582	RAC-alpha serine/threonine-protein kinase	P31750	SINGLE PROTEIN	Mus musculus	57	67
CHEMBL5903	101598	Activin receptor type-1	Q04771	SINGLE PROTEIN	Homo sapiens	480	539
CHEMBL3032	10842	Protein kinase N2	Q16513	SINGLE PROTEIN	Homo sapiens	1142	1409
CHEMBL5818	101348	Serine/threonine-protein kinase PRKX	P51817	SINGLE PROTEIN	Homo sapiens	1463	2061
CHEMBL1163106	103435	Serine/threonine-protein kinase MAK	P20794	SINGLE PROTEIN	Homo sapiens	84	90
CHEMBL1163128	103457	Microtubule-associated serine/threonine-protein kinase 1	Q9Y2H9	SINGLE PROTEIN	Homo sapiens	84	90
CHEMBL2096665	104820	Pyruvate dehydrogenase kinase	Q15118, Q15119, Q15120, Q16654	PROTEIN FAMILY	Homo sapiens	142	154
CHEMBL2111331	105028	KinA/Spo0F (sporulation kinase A/sporulation initiation phosphotransferase F)	P06628, P16497	PROTEIN FAMILY	Bacillus subtilis (strain 168)	75	79
CHEMBL2111336	105035	VEGF-receptor 2 and tyrosine-protein kinase SRC	P12931, P35968	SELECTIVITY GROUP	Homo sapiens	25	25
CHEMBL2111345	105044	AMP-activated protein kinase (AMPK) alpha-1/beta-1/gamma-1	Q9Y478, Q13131, P54619	PROTEIN COMPLEX	Homo sapiens	203	365
CHEMBL2095191	104775	Casein kinase II	P68400, P67870, P19784	PROTEIN COMPLEX GROUP	Homo sapiens	449	673
CHEMBL2111288	104911	Cyclin-dependent kinase 7/ cyclin H	P51946, P50613	PROTEIN COMPLEX	Homo sapiens	354	539
CHEMBL2417352	107645	Microtubule-associated serine/threonine-protein kinase 3	O60307	SINGLE PROTEIN	Homo sapiens	16	28
CHEMBL3137267	108123	PKC alpha and beta-2	P17252, P05771	PROTEIN FAMILY	Homo sapiens	1	2
CHEMBL1907605	104299	Cyclin-dependent kinase 2/cyclin E1	P24941, P24864	PROTEIN COMPLEX	Homo sapiens	499	546
CHEMBL2111448	104965	CDK6/cyclin D3	Q00534, P30281	PROTEIN COMPLEX	Homo sapiens	201	363
CHEMBL2111458	104980	Casein kinase I	Q9HCP0, P48729, P48730, P49674, P78368	PROTEIN FAMILY	Homo sapiens	40	42
CHEMBL3301391	108405	JAK1/TYK2	P23458, P29597	PROTEIN COMPLEX	Homo sapiens	5	5
CHEMBL3038463	107889	AKT/p21CIP1	P31749, P38936	PROTEIN COMPLEX	Homo sapiens	1	2
CHEMBL3038486	107912	IKK epsilon/TBK1	Q14164, Q9UHD2	PROTEIN COMPLEX	Homo sapiens	12	12
CHEMBL3038499	107925	TAK1/TAB1	O43318, Q15750	PROTEIN COMPLEX	Homo sapiens	87	87
