1,D013348,UBERON:0001533
2,D012679,UBERON:0000020
3,D004423,UBERON:0001690
4,D001853,UBERON:0002371
5,D016548,UBERON:0001890
6,D013350,UBERON:0001587
7,D019581,UBERON:0002606
8,D001160,UBERON:0001980
9,D004838,UBERON:0001437
10,D013363,UBERON:0001736
11,D014459,UBERON:0001494
12,D014795,UBERON:0001908
13,D004064,UBERON:0001007
14,D018987,UBERON:0001837
15,D012629,UBERON:0001866
16,D006066,UBERON:0000991
17,D007366,UBERON:0001111
18,D003656,UBERON:0002450
19,D005626,UBERON:0001760
20,D004424,UBERON:0001352
21,D006413,UBERON:0002390
22,D006225,UBERON:0002398
23,D006351,UBERON:0000946
24,D009262,UBERON:0001705
25,D002584,UBERON:0000002
26,D009333,UBERON:0000974
27,D020768,UBERON:0001627
28,D005704,UBERON:0002110
29,D005154,UBERON:0001647
30,D007830,UBERON:0001737
31,D012160,UBERON:0000966
32,D010413,UBERON:0000989
33,D005836,UBERON:0000474
34,D001808,UBERON:0001981
35,D020772,UBERON:0001887
36,D003315,UBERON:0000964
37,D017783,UBERON:0001989
38,D020546,UBERON:0002422
39,D008168,UBERON:0002048
40,D009666,UBERON:0000004
41,D013979,UBERON:0001323
42,D010220,UBERON:0001237
43,D007606,UBERON:0002303
44,D017539,UBERON:0002523
45,D007679,UBERON:0001228
46,D010521,UBERON:0002515
47,D010791,UBERON:0001884
48,D001980,UBERON:0002185
49,D011150,UBERON:0002250
50,D005263,UBERON:0002060
51,D008437,UBERON:0002397
52,D012611,UBERON:0001300
53,D001132,UBERON:0001460
54,D013583,UBERON:0002018
55,D009197,UBERON:0002439
56,D010053,UBERON:0000992
57,D013737,UBERON:0000473
58,D010159,UBERON:0001716
59,D001659,UBERON:0002294
60,D002525,UBERON:0002129
61,D006458,UBERON:0001011
62,D008578,UBERON:0002360
63,D002968,UBERON:0001105
64,D012161,UBERON:0001620
65,D005140,UBERON:0001702
66,D004547,UBERON:0002521
67,D012886,UBERON:0003129
68,D013316,UBERON:0002282
69,D005930,UBERON:0001649
70,D006132,UBERON:0002516
71,D013233,UBERON:0002441
72,D007596,UBERON:0000982
73,D008160,UBERON:0001815
74,D001652,UBERON:0002394
75,D004817,UBERON:0001003
76,D020542,UBERON:0002286
77,D006928,UBERON:0001685
78,D014471,UBERON:0002066
79,D011149,UBERON:0000988
80,D003056,UBERON:0004727
81,D006352,UBERON:0002082
82,D011467,UBERON:0002367
83,D006621,UBERON:0001486
84,D008125,UBERON:0002148
85,D005267,UBERON:0001267
86,D016122,UBERON:0001529
87,D008022,UBERON:0000211
88,D007419,UBERON:0002466
89,D013133,UBERON:0002944
90,D006257,UBERON:0000033
91,D009055,UBERON:0000165
92,D000055,UBERON:0002019
93,D007719,UBERON:0001485
94,D005552,UBERON:0002102
95,D009206,UBERON:0002349
96,D001401,UBERON:0001594
97,D012627,UBERON:0001821
98,D010210,UBERON:0002494
99,D013961,UBERON:0002046
100,D005145,UBERON:0001456
101,D015385,UBERON:0002055
102,D008198,UBERON:0000029
103,D011667,UBERON:0002016
104,D019291,UBERON:0002517
105,D002001,UBERON:0001348
106,D010502,UBERON:0002356
107,D012405,UBERON:0002502
108,D005542,UBERON:0002386
109,D014278,UBERON:0002925
110,D006500,UBERON:0001175
111,D031608,UBERON:0002162
112,D010160,UBERON:0001733
113,D012169,UBERON:0001673
114,D007758,UBERON:0001846
115,D017537,UBERON:0001183
116,D006346,UBERON:0002099
117,D014321,UBERON:0001644
118,D005830,UBERON:0001700
119,D012082,UBERON:0001140
120,D014602,UBERON:0001768
121,D004717,UBERON:0001295
122,D008099,UBERON:0002107
123,D019573,UBERON:0001772
124,D001648,UBERON:0001283
125,D007107,UBERON:0002405
126,D014513,UBERON:0000056
127,D001021,UBERON:0002137
128,D003051,UBERON:0001844
129,D012077,UBERON:0001184
130,D014726,UBERON:0002673
131,D010949,UBERON:0001969
132,D014683,UBERON:0001585
133,D009301,UBERON:0002392
134,D010183,UBERON:0001064
135,D002574,UBERON:0002413
136,D010046,UBERON:0002501
137,D009296,UBERON:0001707
138,D014599,UBERON:0000995
139,D014261,UBERON:0002134
140,D018483,UBERON:0004769
141,D011650,UBERON:0002299
142,D012590,UBERON:0001773
143,D013100,UBERON:0001677
144,D011690,UBERON:0002354
145,D013703,UBERON:0001598
146,D011680,UBERON:0001771
147,D006614,UBERON:0002103
148,D009215,UBERON:0001296
149,D017536,UBERON:0001530
150,D001489,UBERON:0002226
151,D002343,UBERON:0001532
152,D010280,UBERON:0001132
153,D012446,UBERON:0001365
154,D005528,UBERON:0002387
155,D001341,UBERON:0002410
156,D020771,UBERON:0001624
157,D014649,UBERON:0001000
158,D006197,UBERON:0001037
159,D008526,UBERON:0001896
160,D005004,UBERON:0001679
161,D012661,UBERON:0001968
162,D012584,UBERON:0001322
163,D007765,UBERON:0001750
164,D013361,UBERON:0001832
165,D008138,UBERON:0001288
166,D002319,UBERON:0004535
167,D004702,UBERON:0002368
168,D011826,UBERON:0001492
169,D013564,UBERON:0000013
170,D035002,UBERON:0000978
171,D013719,UBERON:0001600
172,D002036,UBERON:0002353
173,D010256,UBERON:0001825
174,D008371,UBERON:0002205
175,D020769,UBERON:0001636
176,D012154,UBERON:0002275
177,D012704,UBERON:0000042
178,D014711,UBERON:0001535
179,D009420,UBERON:0001016
180,D002030,UBERON:0002366
181,D015384,UBERON:0002053
182,D002356,UBERON:0002418
183,D012249,UBERON:0002028
184,D005143,UBERON:0001711
185,D001981,UBERON:0002040
186,D012533,UBERON:0001864
187,D012272,UBERON:0002228
188,D007668,UBERON:0002113
189,D014682,UBERON:0001072
190,D014621,UBERON:0000996
191,D020540,UBERON:0001895
192,D020405,UBERON:0002067
193,D000174,UBERON:0002497
194,D002571,UBERON:0002297
195,D009441,UBERON:0001031
196,D009558,UBERON:0002030
197,D013666,UBERON:0001827
198,D013582,UBERON:0001090
199,D014420,UBERON:0001762
200,D005187,UBERON:0003889
201,D021801,UBERON:0001067
202,D007498,UBERON:0001769
203,D000843,UBERON:0001488
204,D003391,UBERON:0001785
205,D010870,UBERON:0001905
206,D020667,UBERON:0002741
207,D002490,UBERON:0001017
208,D009295,UBERON:0001681
209,D008636,UBERON:0001891
210,D004712,UBERON:0002223
211,D012665,UBERON:0001840
212,D014680,UBERON:0001638
213,D001646,UBERON:0001970
214,D005724,UBERON:0000045
215,D012444,UBERON:0002518
216,D004703,UBERON:0000949
217,D001933,UBERON:0002298
218,D002445,UBERON:0001640
219,D004431,UBERON:0001691
220,D001921,UBERON:0000955
221,D002447,UBERON:0002010
222,D008438,UBERON:0001616
223,D007188,UBERON:0001688
224,D006499,UBERON:0001193
225,D005123,UBERON:0000970
226,D002610,UBERON:0001567
227,D013933,UBERON:0001463
228,D008159,UBERON:0002414
229,D004551,UBERON:0001490
230,D012668,UBERON:0001675
231,D000010,UBERON:0001646
232,D004699,UBERON:0002165
233,D013199,UBERON:0001687
234,D010841,UBERON:0002361
235,D012716,UBERON:0001479
236,D005243,UBERON:0001988
237,D010275,UBERON:0000011
238,D005152,UBERON:0001577
239,D010057,UBERON:0000993
240,D006615,UBERON:0001464
241,D009898,UBERON:0001783
242,D010994,UBERON:0000977
243,D013127,UBERON:0001780
244,D013198,UBERON:0001599
245,D013710,UBERON:0000043
246,D000302,UBERON:0001235
247,D007672,UBERON:0001225
248,D005725,UBERON:0001805
249,D014609,UBERON:0001734
250,D012671,UBERON:0001343
251,D003126,UBERON:0001914
252,D001099,UBERON:0002362
253,D009897,UBERON:0000959
254,D004848,UBERON:0000483
255,D010902,UBERON:0000007
256,D011651,UBERON:0002012
257,D013542,UBERON:0001089
258,D007684,UBERON:0001231
259,D008046,UBERON:0001833
260,D004727,UBERON:0001986
261,D010306,UBERON:0001831
262,D002531,UBERON:0002037
263,D006321,UBERON:0000948
264,D012669,UBERON:0000998
265,D007682,UBERON:0001224
266,D009399,UBERON:0001285
267,D007685,UBERON:0001232
268,D002529,UBERON:0002130
269,D021362,UBERON:0003216
270,D013687,UBERON:0001893
271,D004543,UBERON:0000999
272,D003238,UBERON:0002384
273,D008537,UBERON:0001818
274,D004728,UBERON:0001985
275,D012540,UBERON:0006849
276,D014953,UBERON:0004452
277,D012463,UBERON:0001836
278,D003053,UBERON:0001855
279,D003135,UBERON:0001174
280,D008334,UBERON:0001710
281,D001916,UBERON:0001398
282,D001488,UBERON:0001633
283,D005584,UBERON:0001786
284,D004388,UBERON:0002363
285,D005268,UBERON:0001361
286,D014723,UBERON:0002279
287,D013701,UBERON:0001678
288,D017933,UBERON:0000010
289,D007717,UBERON:0001465
290,D004432,UBERON:0001756
291,D001012,UBERON:0001516
292,D014132,UBERON:0003126
293,D008321,UBERON:0001911
294,D005121,UBERON:0000026
295,D011169,UBERON:0002017
296,D003964,UBERON:0001103
297,D013249,UBERON:0000975
298,D017534,UBERON:0001404
299,D017540,UBERON:0002522
300,D008307,UBERON:0001689
301,D009802,UBERON:0001643
302,D013131,UBERON:0001130
303,D003393,UBERON:0003685
304,D008475,UBERON:0001148
305,D017626,UBERON:0001720
306,D006325,UBERON:0002081
307,D014059,UBERON:0001723
308,D006080,UBERON:0001305
309,D008474,UBERON:0001910
310,D014844,UBERON:0000997
311,D008443,UBERON:0001764
312,D011152,UBERON:0001544
313,D011664,UBERON:0002146
314,D005005,UBERON:0002453
315,D001368,UBERON:0001093
316,D017538,UBERON:0001182
317,D014521,UBERON:0000057
318,D014556,UBERON:0001088
319,D001366,UBERON:0001394
320,D012782,UBERON:0001467
321,D017535,UBERON:0001406
322,D002342,UBERON:0001070
323,D001917,UBERON:0001814
324,D009334,UBERON:0002377
325,D002987,UBERON:0002411
326,D004550,UBERON:0001461
327,D010579,UBERON:0001694
328,D014630,UBERON:0001759
329,D008943,UBERON:0002135
330,D013116,UBERON:0002240
331,D001769,UBERON:0000178
332,D014276,UBERON:0001645
333,D013247,UBERON:0001469
334,D002829,UBERON:0001776
335,D005088,UBERON:0002365
336,D008334,UBERON:0001684
337,D007002,UBERON:0001650
338,D008406,UBERON:0001597
339,D001842,UBERON:0002481
340,D014469,UBERON:0001310
341,D017615,UBERON:0002005
342,D008266,UBERON:0000053
343,D005750,UBERON:0001971
344,D014460,UBERON:0003092
345,D018859,UBERON:0002073
346,D002924,UBERON:0001775
347,D001158,UBERON:0001637
348,D012867,UBERON:0002097
349,D008221,UBERON:0001744
350,D004622,UBERON:0000922
351,D003319,UBERON:0001777
352,D014338,UBERON:0002061
353,D010525,UBERON:0001021
354,D000311,UBERON:0002369
355,D012849,UBERON:0002351
356,D010179,UBERON:0001264
357,D009915,UBERON:0001697
358,D015050,UBERON:0002500
359,D020547,UBERON:0002285
360,D006503,UBERON:0001143
361,D013157,UBERON:0001194
362,D007568,UBERON:0001708
363,D012137,UBERON:0001004
364,D012863,UBERON:0004288
365,D001013,UBERON:0001515
366,D015571,UBERON:0000038
367,D009880,UBERON:0001619
368,D001082,UBERON:0001796
369,D014551,UBERON:0001008
370,D009130,UBERON:0001135
371,D003338,UBERON:0002512
372,D000273,UBERON:0001013
373,D002831,UBERON:0001886
374,D015383,UBERON:0002054
375,D011712,UBERON:0002707
376,D009900,UBERON:0000941
377,D013545,UBERON:0001820
378,D009141,UBERON:0002204
379,D017568,UBERON:0002382
380,D010037,UBERON:0002519
381,D009832,UBERON:0001579
382,D010496,UBERON:0002407
383,D010543,UBERON:0001324
384,D000009,UBERON:0002378
385,D009132,UBERON:0002385
386,D012469,UBERON:0001044
387,D017746,UBERON:0001484
388,D001283,UBERON:0002352
389,D019439,UBERON:0001236
390,D005385,UBERON:0002389
391,D014279,UBERON:0001717
392,D013904,UBERON:0002347
393,D012785,UBERON:0001470
394,D004711,UBERON:0001860
395,D009777,UBERON:0001676
396,D007515,UBERON:0000006
397,D000159,UBERON:0001648
398,D013101,UBERON:0001724
399,D008267,UBERON:0000054
400,D001485,UBERON:0000482
401,D001367,UBERON:0000985
402,D005931,UBERON:0002486
